summary_nr,Event Date,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause
220937759,2/27/2017,"ABRASION,CAUGHT BY,LOCKOUT/TAGOUT,MAINTENANCE,MACHINE GUARDING,CONVEYOR,ARM",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,2,Arm,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220935787,2/27/2017,"AMPUTATED,CAUGHT BETWEEN,FINGER,MAINTENANCE,MACHINE GUARDING,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220936090,2/26/2017,"PAPER ROLL,STOP SWITCH,CRUSHED,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220944193,2/23/2017,"SLIP,MACHINE GUARDING,AMPUTATION,NIP POINT,LOST BALANCE,FINGER,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220937114,2/22/2017,"CAUGHT IN,AMPUTATION,HAND,FRACTURE,FINGER,CHAIN,BALER,CRUSHING",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",12,Hand,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220937726,2/22/2017,"AMPUTATED,CAUGHT BETWEEN,FINGER,MANUAL MAT HANDLING,POWERED INDUSTRIAL VEHICLE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220935738,2/22/2017,"CAUGHT BY,AMPUTATION,JAMMED,HAND,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220933816,2/21/2017,"CAUGHT IN,FRACTURE,FINGER,ROLLER--MACH/PART",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220934079,2/19/2017,"CAUGHT IN,CONVEYOR BELT,GUARD,NIP POINT,FINGER,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220934772,2/17/2017,"AMPUTATED,CAUGHT BETWEEN,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220935746,2/17/2017,"THUMB,FRACTURE,MACHINE GUARDING,PRESS BRAKE,CRUSHED",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220938625,2/16/2017,"BACKING UP,CRUSHED,FOOT,HYDRAULIC CRANE,POWERED INDUSTRIAL VEHICLE,MOTOR VEHICLE,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",11,Feet,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220965784,2/16/2017,"FINGER,NIP POINT,LACERATION",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220932719,2/16/2017,"PINNED,CAUGHT BETWEEN,DOOR,FINGER,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220931398,2/13/2017,"ROLLER--MACH/PART,LOCKOUT/TAGOUT,MACHINE GUARDING,HAND,FRACTURE,ROTATING PARTS,CLEANING,CRUSHED",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",12,Hand,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220931802,2/12/2017,"CLEANING,PORTABLE POWER TOOL,NIP POINT,LACERATION,FINGER,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220933030,2/10/2017,"OVERTURN,DOCK,FRACTURE,MATERIAL HANDLING,INDUSTRIAL TRUCK,IND TRK OPERATOR,HAND,FALL,THUMB",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",12,Hand,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220932669,2/9/2017,"SKIN,CONVEYOR,LEG,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,16,Left Leg,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220932214,2/9/2017,"PIPE,AMPUTATION,HAND",0, ,1,1,0, ,A,New project or new addition,Nonfatal,1,"Amputation, Crushing",12,Hand,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220978498,2/8/2017,"CAUGHT IN,MOUTH,LACERATION,CRUSHING,EQUIPMENT OPERATOR,HEAD,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",9,Face,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220935597,2/8/2017,"PULLEY,CAUGHT IN,REPAIR,CONSTRUCTION,MACHINE GUARDING,AMPUTATION,FINGER,BELT,AMPUTATED,AIR CONDITIONER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220937734,2/7/2017,"ROTATING PARTS,AMPUTATION,MAINTENANCE,FINGER,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220936363,2/6/2017,"CAUGHT IN,FINGER,AMPUTATION,ROBOTICS,FALLING OBJECT",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220972830,2/3/2017,"CAUGHT IN,MACHINE GUARDING,ARM,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",22,Multiple,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220931349,2/2/2017,"PPE,AMPUTATION,MACHINE GUARDING,CAUGHT IN,THUMB,GLOVE,LATHE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",12,Hand,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220935118,1/31/2017,"PULLEY,CONVEYOR,CONVEYOR BELT,AMPUTATION,MACHINE GUARDING,GUARD,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220928568,1/27/2017,"POWER PRESS,AMPUTATED,FINGER,GUARD,CAUGHT IN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220931265,1/27/2017,"ROLLER--MACH/PART,HAND,AMPUTATED,CONVEYOR,CONVEYOR BELT,FINGER,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220926638,1/26/2017,"CAUGHT BETWEEN,EQUIPMENT OPERATOR,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220927735,1/26/2017,"CAUGHT IN,AMPUTATION,FINGER,REPAIR,CHAIN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220930549,1/26/2017,"PRESS,CAUGHT BY,FINGER,LOCKOUT/TAGOUT,MACHINIST,LACERATION",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220928709,1/25/2017,"CAUGHT IN,LOCKOUT/TAGOUT,FRACTURE,ARM,CAUGHT BETWEEN,CONVEYOR",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",17,Forearm,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220927131,1/24/2017,"AMPUTATED,EQUIPMENT OPERATOR,FINGER,CAUGHT BY",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220927701,1/24/2017,"CAUGHT IN,AMPUTATED,FINGER,AMPUTATION,NIP POINT,ROLLER--MACH/PART",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220927792,1/22/2017,"PIPE,FINGER,AMPUTATION,CAUGHT IN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220929673,1/21/2017,"CAUGHT IN,FINGER,LOCKOUT/TAGOUT,LOCKOUT,AMPUTATION,MAINTENANCE,MACHINE GUARDING,ROTATING PARTS",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220929244,1/20/2017,"PRESS,STRUCK BY,FINGER,LOST BALANCE,AMPUTATION,PRESS BRAKE,FALL,CRUSHING,CAUGHT IN",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,12,Hand,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220927313,1/18/2017,"STRUCK AGAINST,HAND,AMPUTATION,LACERATION,FACE,TREE LIMB,CHIPPER,EAR",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",12,Hand,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220925846,1/17/2017,"SHEAR,CONSTRUCTION VEHICLE,INSTALLING,ROOF,FINGER,BLADE,SHEARING MACHINE,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220922314,1/12/2017,"FINGER,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220970156,1/11/2017,"PULLEY,LACERATION,CONVEYOR BELT,THUMB,CLEANING",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220923106,1/11/2017,"CAUGHT IN,ROLLER CONVEYOR,FINGER,NIP POINT,AMPUTATION,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",11,Feet,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220947527,1/10/2017,"PRESS,MECHANICAL POWER PRESS,AMPUTATION,FINGER,AMPUTATED,CRUSHED,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220967665,1/10/2017,"CAUGHT IN,AMPUTATED,FINGER,AMPUTATION,GUARD",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220922488,1/10/2017,"CAUGHT IN,BLADE,FRACTURE,CAUGHT BY,GRINDER,MACHINE GUARDING,HAND,GRINDING MACHINE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",12,Hand,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220921209,1/10/2017,"WELLHEAD,CAUGHT BETWEEN,HAND,FINGER,ELEVATOR,CRUSHED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220920987,1/9/2017,"ROLLER--MACH/PART,THUMB,AMPUTATED,NIP POINT,MECH MAT HANDLING,AMPUTATION,MANUAL MAT HANDLING,MACHINE GUARDING,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220931505,1/9/2017,"PPE,MACHINE GUARDING,AMPUTATION,LACERATION,HAND,CAUGHT IN,ABRASIVE WHEEL,THUMB,GLOVE,SANDING MACHINE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220923189,1/9/2017,"CAUGHT IN,ROLLER CONVEYOR,CLEANING,FINGER,HAND,NIP POINT,MAINTENANCE,FRACTURE,CONVEYOR BELT,WRIST",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",12,Hand,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220927834,1/5/2017,"CAUGHT IN,FINGER,AMPUTATION,CONSTRUCTION VEHICLE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220919880,1/5/2017,"TRUCK,CRUSHED,MOTOR VEHICLE,BACKING UP",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220926141,1/5/2017,"PRESS,UNGUARDED,AMPUTATION,NIP POINT,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220911234,12/2/2016,"PELVIS,FRACTURE,CRUSHED,STRUCK BY,RIB",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",4,Whole Body,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220929012,11/28/2016,"CAUGHT IN,AMPUTATION,HAND,CAUGHT BETWEEN,CONSTRUCTION,FINGER,ELEVATOR",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220930382,9/29/2016,"PINNED,TAILGATE,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220898670,9/28/2016,"CAUGHT IN,WHEEL,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Fatal,7,Laceration,1,Abdomen,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220931257,9/15/2016,"TRAILER,AMPUTATION,CAUGHT BETWEEN,FINGER,MATERIAL HANDLING,INDUSTRIAL TRUCK,CRUSHED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220884001,9/8/2016,"TRAILER,NIP POINT,CRUSHED,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,22,Multiple,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220882682,9/3/2016,"ASPHYXIATED,STRANGULATED,CAUGHT BY,LANYARD,CONVEYOR",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",20,Neck,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220872725,7/28/2016,"CHEST,AGRICULTURE MACHINERY/VEHICLE,CRUSHED",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,5,Ribs,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220871099,7/13/2016,"RESPIRATORY,CRUSHED,FALLING OBJECT,LOADING DOCK,MAINTENANCE,LOCKOUT/TAGOUT,DOCK,CARDIAC ARREST,RESPIRATORY TRACT,TORSO",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",5,Ribs,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220862726,5/13/2016,"CAUGHT BETWEEN,AERIAL LIFT",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",19,Internal Injuries,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220850861,5/5/2016,"SUSPENDED LOAD,FALLING OBJECT,LAWN MOWER,CAUGHT IN",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",5,Ribs,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220847552,4/25/2016,"CAUGHT IN,LOCKOUT/TAGOUT,MACHINE GUARDING,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220855852,3/2/2016,"PINNED,TRACTOR TRAILER,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",13,Head,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220828271,2/4/2016,"BELT,BELT CONVEYOR,CAUGHT BETWEEN,CONVEYOR",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",5,Ribs,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220826960,1/22/2016,"PINNED,CRUSHED,LOCKOUT/TAGOUT,MACHINE GUARDING,NECK,HEAD,EQUIPMENT FAILURE,CAUGHT IN,PRINTING,PRINTING PRESS",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220825517,1/20/2016,"CAUGHT IN,ASPHYXIATED,HEAD,MACHINE GUARDING,HAIR",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",13,Head,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220836282,1/4/2016,"PINNED,LOG TRAILER,HEAD,CAUGHT IN,CRUSHING,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220832646,10/12/2015,"CAUGHT IN,ELEVATOR,AMPUTATION,LEG",0, ,0, ,0, ,0, ,Fatal,1,"Amputation, Crushing",16,Left Leg,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220819668,10/1/2015,"CAUGHT BETWEEN,CRUSHED,DUMP TRUCK BED",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,1,Abdomen,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220800569,10/1/2015,"PRESS,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220795611,9/11/2015,"TIRE,MOTOR VEHICLE,HEAD,AIR PRESSURE,CRUSHED,CHEST",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",13,Head,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220792717,8/31/2015,"CAUGHT BETWEEN,HEAD,FRACTURE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220793483,8/31/2015,"DUMP TRUCK,ROLL-OVER,FRACTURE",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220932909,2/15/2017,"AMPUTATED,CONCRETE PIPE,EXCAVATOR,FINGER,EXCAVATION",M,Pipeline,0, ,0, ,A,New project or new addition,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220892780,10/5/2016,"TRENCH,CRUSHED,COLLAPSE",M,Pipeline,0, ,D,"$500,000 to $1,000,000",A,New project or new addition,Fatal,21,Serious Fall/Strike,5,Ribs,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220883581,9/4/2016,"ACCESS/EGRESS,CRANE,CRUSHED,RIGGING,COUNTERBALANCE,STRUCK BY",H,Other building,0, ,E,"$1,000,000 to $5,000,000",B,Alteration or rehabilitation,Fatal,21,Serious Fall/Strike,5,Ribs,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,6
220932081,2/8/2017,"THERMAL INSULATION,MIXER BLADE,MIXER,CONSTRUCTION,FINGER,MACHINE GUARDING,INSTALLING,MATERIAL HANDLING,AMPUTATED",H,Other building,6,6,F,"$5,000,000 to $10,000,000",B,Alteration or rehabilitation,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220907521,11/16/2016,"PINNED,CONSTRUCTION,SPINE,SAFETY CONTROL LINE,ELEVATED WORK PLATFORM,NECK,FRACTURE",C,Commercial building,2,2,G,"$10,000,000 to $20,000,000",A,New project or new addition,Fatal,12,"Fracture, Broken Bones",20,Neck,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,5
220840235,3/24/2016,"CAUGHT BETWEEN,HEAD,AERIAL LIFT,CRUSHED,FACE,ELEVATED WORK PLATFORM",D,Manufacturing plant,0, ,G,"$10,000,000 to $20,000,000",A,New project or new addition,Fatal,7,Laceration,13,Head,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,6
220955801,3/22/2017,"SLIP,LEG,LADDER,FALL,FRACTURE",B,Multi-family dwelling,3,3,E,"$1,000,000 to $5,000,000",A,New project or new addition,Nonfatal,12,"Fracture, Broken Bones",16,Left Leg,4,Fall (same level),1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,14
220931729,2/7/2017,"STRUCK AGAINST,UNGUARDED,BLADE,MEAT SLICING MACHINE,AMPUTATION,BANDSAW,THUMB",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,6,Struck against,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220913032,12/9/2016,"CAUGHT IN,TRUCK,DRILL,LACERATION,AUGER,CRUSHING",0, ,0, ,0, ,A,New project or new addition,Fatal,1,"Amputation, Crushing",13,Head,6,Struck against,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,5
220897078,10/17/2016,"PINNED,OUTRIGGER,CONCRETE TRUCK,CAUGHT BETWEEN,STRUCK BY",C,Commercial building,1,1,D,"$500,000 to $1,000,000",A,New project or new addition,Fatal,6,Head Trauma,13,Head,6,Struck against,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,2
220926661,1/21/2017,"PPE,BARRIER GUARD,CONSTRUCTION,HIGHWAY,AMPUTATION,CRUSHED,TOE",I,"Highway, road, street",0, ,F,"$5,000,000 to $10,000,000",B,Alteration or rehabilitation,Nonfatal,1,"Amputation, Crushing",11,Feet,6,Struck against,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,26
220800395,8/12/2015,ELECTRIC SHOCK,0, ,0, ,0, ,0, ,Nonfatal,10,Electrocution,19,Internal Injuries,13,Shock,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220942015,3/23/2017,"CAUGHT IN,LOCKOUT,FINGER,DEGREASER,CLEANING,CHAIN,SPROCKET,AMPUTATED,UNGUARDED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,14,Other,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
